04202305002655CON ANDALUCÍA                                     CON ANDALUCIA IZQUIERDA UNIDA CON ZALAMEA                                                                                                             005774005774005774
04202305002656CON ANDALUCÍA                                     CON ANDALUCIA IZQUIERDA UNIDA CON ZUFRE                                                                                                               005774005774005774
04202305002657CON ANDALUCÍA                                     CON ANDALUCIA IZQUIERDA UNIDA CON LA LA ZARZA-EL PERRUNAL                                                                                             005774005774005774
04202305002660CHA                                               CHUNTA ARAGONESISTA                                                                                                                                   002660002660002660
04202305002661PAR                                               PARTIDO ARAGONES                                                                                                                                      002661002661002661
04202305002664ETXSBC                                            ENTRE TODOS BAJO / BAIX CINCA                                                                                                                         002664002664002664
04202305002666P A                                               AGRUPACION DE ELECTORES POR AGÜERO                                                                                                                    002666002666002666
04202305002667EXISTE                                            ARAGÓN EXISTE - COALICIÓN EXISTE                                                                                                                      006059006059006059
04202305002668CS-TÚ ARAGÓN                                      CIUDADANOS-TÚ ARAGÓN                                                                                                                                  002668002668002668
04202305002669PA                                                POR ALCALA                                                                                                                                            002669002669002669
04202305002670CIUDADANOS-TÚ ARAGÓN                              CIUDADANOS-TÚ ARAGÓN                                                                                                                                  002668002668002668
04202305002671AMPMA                                             AGRUPACIÓN DE MUJERES POR EL MUNICIPIO DE ANGÜÉS                                                                                                      002671002671002671
04202305002672F.I.A.                                            FEDERACION DE LOS INDEPENDIENTES DE ARAGON                                                                                                            002672002672002672
04202305002673ESCAÑOS EN BLANCO                                 ESCAÑOS EN BLANCO                                                                                                                                     000270000270000270
04202305002674ECCAZARA                                          EN COMÚN CAMBIAR AZARA                                                                                                                                006073006073006073
04202305002675E.A.                                              ESTADO ARAGONES                                                                                                                                       002675002675002675
04202305002676ECCBARBASTRO                                      EN COMÚN CAMBIAR BARBASTRO                                                                                                                            006073006073006073
04202305002677CB                                                CAMBIAR BENASQUE (CAMBIAR)                                                                                                                            005887005887005887
04202305002678IVB                                               INDEPENDIENTES VALLE DE BIELSA                                                                                                                        002678002678002678
04202305002679ARAGÓN EXISTE                                     ARAGON EXISTE                                                                                                                                         006059006059006059
04202305002680GML                                               GRUPO MUNICIPAL LIBRE DE BINACED-VALCARCA                                                                                                             002680002680002680
04202305002681CB                                                CAMBIAR BINEFAR (CAMBIAR)                                                                                                                             005887005887005887
04202305002682CBI                                               CAMBIAR BISAURRI (CAMBIAR)                                                                                                                            005887005887005887
04202305002683AEPTB                                             AGRUPACIÓN DE ELECTORES PARA NUESTROS PUEBLOS TORRES-BLECUA                                                                                           002683002683002683
04202305002684EXISTE                                            ARAGÓN EXISTE - COALICIÓN EXISTE                                                                                                                      006059006059006059
04202305002685POR LA FUEVA                                      AGRUPACIÓN ELECTORES POR LA FUEVA                                                                                                                     002685002685002685
04202305002686P.CLAVE                                           PARTIDO CLAVE                                                                                                                                         002686002686002686
04202305002687CH                                                CAMBIAR HUESCA                                                                                                                                        005887005887005887
04202305002688AGRUPACION ELECTORAL IBIECA                       AGRUPACION ELECTORAL IBIECA                                                                                                                           002688002688002688
04202305002689ARAGONESES-PLATAFORMA ARAGONESISTA                ARAGONESES-PLATAFORMA ARAGONESISTA                                                                                                                    002689002689002689
04202305002690+JACA-PODEMOS-AV                                  PODEMOS - ALIANZA VERDE - MÁS JACA                                                                                                                    000325000325000325
04202305002691AMIL                                              AGRUPACION MUNICIPAL INDEPENDIENTE DE LALUEZA                                                                                                         002691002691002691
04202305002692LOCUR                                             LANAJA, ORILLENA Y CANTALOBOS POR LA UNIÓN RURAL (LOCUR)                                                                                              002692002692002692
04202305002693LOPORVENIR                                        LOPORVENIR                                                                                                                                            002693002693002693
04202305002694MF                                                MONTANUY FREE - CHUNTEMOS PEL CANVI                                                                                                                   002694002694002694
04202305002695CM-IU                                             CAMBIAR MONZÓN - IU (CAMBIAR)                                                                                                                         005887005887005887
04202305002696PODEMOS-AV                                        PODEMOS-AV-NAVAL-MIPANAS                                                                                                                              000325000325000325
04202305002697ECCPERALTILLA                                     EN COMÚN CAMBIAR PERALTILLA                                                                                                                           006073006073006073
04202305002698CS                                                CAMBIAR SABIÑÁNIGO (CAMBIAR)                                                                                                                          005887005887005887
04202305002699CISGR                                             CANDIDATURA INDEPENDIENTE POR SANGARREN                                                                                                               002699002699002699
04202305002700TS                                                CON TODOS - EN TOTS                                                                                                                                   002700002700002700
04202305002701PP                                                PARTIDO POPULAR DE ARAGÓN                                                                                                                             000006000006000006
04202305002702AGRUPACION DE ELECTORES ASTORITO                  AGRUPACION DE ELECTORES ASTORITO                                                                                                                      002702002702002702
04202305002703CLS                                               CAMBIAR LA SOTONERA (CAMBIAR)                                                                                                                         005887005887005887
04202305002704ECCHOZYCOSTEAN                                    EN COMÚN CAMBIAR HOZ Y COSTEAN                                                                                                                        006073006073006073
04202305002705JM+                                               JAÉN MERECE MÁS                                                                                                                                       002705002705002705
04202305002706PARA LA GENTE                                     IZQUIERDA UNIDA ANDALUCIA - ALCALA SUMA PARA LA GENTE                                                                                                 005844005844005844
04202305002707(UA)                                              ANDALUCÍA POR SÍ - UNIÓN ANDALUCISTA                                                                                                                  006005006005006005
04202305002708CON ANDALUCÍA                                     CON ANDALUCIA IZQUIERDA UNIDA -PODEMOS CON ANDUJAR                                                                                                    005892005774005774
04202305002709P.I.I.                                            PARTIDO INDEPENDIENTE ILITURGITANO                                                                                                                    002709002709002709
04202305002710P.AR.                                             POR ARJONILLA                                                                                                                                         002710002710002710
04202305002711PARA LA GENTE                                     IZQUIERDA UNIDA ANDALUCÍA PARA LA GENTE                                                                                                               005891005844005844
04202305002712UA                                                BAEZA MERECE MÁS - UNIÓN ANDALUCISTA                                                                                                                  006005006005006005
04202305002713AIBAILEN                                          AGRUPACION INDEPENDIENTE DE BAILEN                                                                                                                    002713002713002713
04202305002714IU                                                IZQUIERDA UNIDA ANDALUCIA PARA LA GENTE                                                                                                               005844005844005844
04202305002715I.U.                                              IZQUIERDA UNIDA ANDALUCIA PARA LA GENTE                                                                                                               005844005844005844
04202305002716AGRUPACION ELECTORAL INDEPENDIENTE-CAMBIAR        AGRUPACION ELECTORAL INDEPENDIENTE-CAMBIAR                                                                                                            002716002716002716
04202305002717A.M.I.C.A.                                        AGRUPACIÓN MINERA INDEPENDIENTE POR LA CAROLINA                                                                                                       002717002717002717
04202305002718PCÑ                                               PROYECTO CIUDADANO PARA ESPAÑA                                                                                                                        002718002718002718
04202305002719POR FDR                                           INDEPENDIENTES POR FUERTE DEL REY                                                                                                                     002719002719002719
04202305002720PSLF                                              ALTERNATIVA POR GUARROMAN                                                                                                                             002720002720002720
04202305002721IUF                                               IBROS, UNIDAD Y FUTURO                                                                                                                                002721002721002721
04202305002722U.D.J                                             UNION DEMOCRATICA JABALQUINTO                                                                                                                         002722002722002722
04202305002723PODEMOS-JAEN SENTIDO Y COMÚN                      PODEMOS-JAEN SENTIDO Y COMÚN                                                                                                                          002723002723002723
04202305002724PARA LA GENTE                                     IZQUIERDA UNIDA ANDALUCÍA - MAS PAÍS-VERDES EQUO RECORTES CERO PARA LA GENTE                                                                          005891005844005844
04202305002725A.U.P.A.                                          AGRUPACIÓN UNIDOS PARA AVANZAR                                                                                                                        002725002725002725
04202305002726CON ANDALUCÍA                                     CON ANDALUCIA IZQUIERDA UNIDA-PODEMOS CON JODAR                                                                                                       005892005774005774
04202305002727IPE                                               GRUPO POLÍTICO INDEPENDIENTE POR LA ESTACIÓN                                                                                                          002727002727002727
04202305002728CILU-LINARES                                      CIUDADANOS INDEPENDIENTES DE LINARES UNIDOS                                                                                                           002728002728002728
04202305002729PARA LA GENTE                                     IZQUIERDA UNIDA ANDALUCÍA - MÁS PAÍS-VERDES EQUO PARA LA GENTE                                                                                        005891005844005844
04202305002730MI LINARES                                        MI LINARES                                                                                                                                            002730002730002730
04202305002731LINARES PRIMERO                                   LINARES PRIMERO                                                                                                                                       002731002731002731
04202305002732IZQUIERDA UNIDA ANDALUCÍA PARA LA GENTE           IZQUIERDA UNIDA ANDALUCÍA PARA LA GENTE                                                                                                               005891005844005844
04202305002733TODXS CON RUS                                     TODXS CON RUS                                                                                                                                         002733002733002733
04202305002734MI RUS                                            MI RUS                                                                                                                                                002734002734002734
04202305002735UXS                                               UNION POR SORIHUELA                                                                                                                                   002735002735002735
04202305002736IPS                                               INDEPENDIENTES POR SORIHUELA                                                                                                                          002736002736002736
04202305002737PARA LA GENTE                                     IZQUIERDA UNIDA ANDALUCÍA RECORTES CERO PARA LA GENTE                                                                                                 005891005844005844
04202305002738CON ANDALUCÍA                                     CON ANDALUCIA PODEMOS-IZQUIERDA UNIDA CON TORREPEROGIL                                                                                                005892005774005774
04202305002739AET                                               AGRUPACIÓN DE ELECTORES TORREPEROGIL                                                                                                                  002739002739002739
04202305002740CON ANDALUCÍA                                     CON ANDALUCIA IZQUIERDA UNIDA-PODEMOS-MAS PAIS-INICIATIVA DEL PUEBLO ANDALUZ-VERDES EQUO CON UBEDA                                                    005892005774005774
04202305002741U.D.Vª.Q.                                         UNIÓN DEMOCRÁTICA POR VILLANUEVA Y LA QUINTERÍA                                                                                                       002741002741002741
04202305002742IV                                                INDEPENDIENTES POR VILLANUEVA                                                                                                                         002742002742002742
04202305002743AXV                                               AGRUPACION POR VILLANUEVA                                                                                                                             002743002743002743
04202305002744U.P.L.                                            UNION DEL PUEBLO LEONES                                                                                                                               002744002744002744
04202305002745ALANTRE VERDES EQUO                               ALANTRE VERDES EQUO                                                                                                                                   002745002745002745
04202305002746UPL                                               UNION DEL PUEBLO LEONES                                                                                                                               002744002744002744
04202305002747C. BIERZO                                         COALICIÓN POR EL BIERZO                                                                                                                               002747002747002747
04202305002748IU CONTIGO                                        IZQUIERDA UNIDA CONTIGO                                                                                                                               006077006077006077
04202305002749BC                                                BEMBIBRE CONTIGO                                                                                                                                      006077006077006077
04202305002750X BEMBIBRE                                        X BEMBIBRE                                                                                                                                            002750002750002750
04202305002751VU                                                VECINOS UNIDOS                                                                                                                                        002751002751002751
04202305002752CITR                                              CANDIDATURA INDEPENDIENTE TIERRA DE LA REINA                                                                                                          002752002752002752
04202305002753PREPAL                                            PARTIDO REGIONALISTA DEL PAIS LEONES                                                                                                                  002753002753002753
04202305002754CC                                                CAMPONARAYA CONTIGO                                                                                                                                   006077006077006077
04202305002755PSOE                                              PARTIDO SOCIALISTA OBRERO ESPAÑOL                                                                                                                     000030000030000030
04202305002756C. BIERZO                                         COALICIÓN POR EL BIERZO                                                                                                                               002747002747002747
04202305002757AGRUPACION DE ELECTORES INDEPENDIENTES DE CIMANES AGRUPACION DE ELECTORES INDEPENDIENTES DE CIMANES DEL TEJAR                                                                                           002757002757002757
04202305002758C.P.U.                                            CUATRO PUEBLOS UNIDOS                                                                                                                                 002758002758002758
04202305002759AGRUPACION DE ELECTORES INDEPENDIENTES DE CORBILLOAGRUPACION DE ELECTORES INDEPENDIENTES DE CORBILLOS DE LOS OTEROS                                                                                     002759002759002759
04202305002760AE                                                AGRUPACION DE ELECTORES                                                                                                                               002760002760002760
04202305002761A.I.C.                                            AGRUPACION DE ELECTORES INDEPENDIENTES DE CUADROS                                                                                                     002761002761002761
04202305002762AGRUPACION DE ELECTORES ESCOBAR INDEPENDIENTE     AGRUPACION DE ELECTORES ESCOBAR INDEPENDIENTE                                                                                                         002762002762002762
04202305002763IPF                                               INDEPENDIENTE POR FABERO                                                                                                                              002763002763002763
04202305002764FC                                                FOLGOSO CONTIGO                                                                                                                                       006077006077006077
04202305002765AGRUPACION DE ELECTORES INDEPENDIENTES DE FUENTES AGRUPACION DE ELECTORES INDEPENDIENTES DE FUENTES DE CARBAJAL                                                                                         002765002765002765
04202305002766IU                                                IZQUIERDA UNIDA                                                                                                                                       000040000040000040
04202305002767FE DE LAS JONS                                    FALANGE ESPAÑOLA DE LAS JONS                                                                                                                          000113000113000113
04202305002768AEPS                                              AGRUPACION DE ELECTORES PAJARES SOCIAL                                                                                                                002768002768002768
04202305002769AVG                                               AGRUPACION DE ELECTORES - AGRUPACION VECINAL GORDONESA                                                                                                002769002769002769
04202305002770BIERZO YA                                         BIERZO YA                                                                                                                                             002770002770002770
04202305002771P.R.B.                                            PARTIDO REGIONALISTA DE EL BIERZO                                                                                                                     002771002771002771
04202305002772ID                                                ILUSION DEMOCRATICA                                                                                                                                   002772002772002772
04202305002773VIAS                                              VECINOS INDEPENDIENTES AGRUPADOS                                                                                                                      002773002773002773
04202305002774PC                                                PONFERRADA CONTIGO                                                                                                                                    006077006077006077
04202305002775AIMAP                                             AGRUPACION INDEPENDIENTE POR LA MONTAÑA DEL ALTO PORMA                                                                                                002775002775002775
04202305002776AIPL                                              AGRUPACION INDEPENDIENTE DE PUEBLA DE LILLO                                                                                                           002776002776002776
04202305002777AVI                                               AGRUPACION DE ELECTORES AGRUPACION VECINAL INDEPENDIENTE                                                                                              002777002777002777
04202305002778AGRUPACION DEL MUNICIPIO DE SANTA MARINA DEL REY  AGRUPACION DE ELECTORES DEL MUNICIPIO DE SANTA MARINA DEL REY                                                                                         002778002778002778
04202305002779AGRUPACION DE ELECTORES DE TORAL                  AGRUPACION DE ELECTORES DE TORAL                                                                                                                      002779002779002779
04202305002780TC                                                TORENO CONTIGO                                                                                                                                        006077006077006077
04202305002781TORENO ACTIVO AGRUPACION PLURAL INDEPENDIENTE     TORENO ACTIVO AGRUPACION PLURAL INDEPENDIENTE                                                                                                         002781002781002781
04202305002782T.B.O.                                            TRABADELO BIERZO OESTE                                                                                                                                002782002782002782
04202305002783AIMUP                                             AGRUPACION INDEPENDIENTE DEL MUNICIPIO DE URDIALES DEL PARAMO                                                                                         002783002783002783
04202305002784CRA                                               CIUDADANOS Y CIUDADANAS RURALES AGRUPADOS                                                                                                             002786002786002786
04202305002785P.F                                               AGRUPACION DE ELECTORES PUEBLOS CON FUTURO                                                                                                            002785002785002785
04202305002786C.R.A.                                            CIUDADANOS Y CIUDADANAS RURALES AGRUPADOS                                                                                                             002786002786002786
04202305002787VEGA DE ESPINAREDA EXISTE                         VEGA DE ESPINAREDA EXISTE                                                                                                                             002787002787002787
04202305002788APMV                                              AGRUPACION DE ELECTORES POPULAR MUNICIPIO DE VILLABRAZ                                                                                                002788002788002788
04202305002789PV                                                AGRUPACION DE ELECTORES PARAMO VIVO                                                                                                                   002789002789002789
04202305002790TYP                                               INDEPENDIENTES TORAL Y SUS PUEBLOS                                                                                                                    002790002790002790
04202305002791VVQ                                               VIVE VILLAQUILAMBRE                                                                                                                                   002791002791002791
04202305002792VC                                                VILLAREJO CONTIGO                                                                                                                                     006077006077006077
04202305002793XPU                                               AGRUPACION DE ELECTORES POR LOS PUEBLOS UNIDOS                                                                                                        002793002793002793
04202305002794ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL                                                                                                   005783005783005783
04202305002795JUNTS PER ABELLA DE LA CONCA- COMPROMÍS MUNICIPAL JUNTS PER ABELLA DE LA CONCA- COMPROMÍS MUNICIPAL                                                                                                     001277001277001277
04202305002796COMPROMÍS PEL MUNICIPI - CANDIDATURA DE PROGRÉS   COMPROMÍS PEL MUNICIPI - CANDIDATURA DE PROGRÉS                                                                                                       000923000923000030
04202305002797AXA - AMUNT                                       ALTERNATIVA PER ÀGER- ALTERNATIVA MUNICIPALISTA                                                                                                       006060006060006060
04202305002798CM                                                JUNTS PER ÀGER - COMPROMÍS MUNICIPAL                                                                                                                  001277001277001277
04202305002799IXA-AM                                            INDEPENDENTS PER AGER - ACORD MUNICIPAL                                                                                                               005783005783005783
04202305002800CM                                                JUNTS PER AGRAMUNT-COMPROMIS MUNICIPAL                                                                                                                001277001277001277
04202305002801AD´E - AM                                         ACORD D´ESQUERRA - AM                                                                                                                                 005783005783005783
04202305002802TXEA - AM                                         TREBALLEM PELS ALAMÚS - ACORD MUNICIPAL                                                                                                               005783005783005783
04202305002803PXEA - CP                                         PARTICIPEM PELS ALAMÚS - CANDIDATURA DE PROGRÉS                                                                                                       000923000923000030
04202305002804CXAC - CP                                         COMPROMÍS X ALÀS I CERC - CANDIDATURA DE PROGRÉS                                                                                                      000923000923000030
04202305002805CM                                                JUNTS PER ALÀS I CERC - COMPROMÍS MUNICIPAL                                                                                                           001277001277001277
04202305002806AA-XTU                                            ACTIVEM L'ALBAGÉS-PER TU                                                                                                                              002962002962002962
04202305002807CM                                                JUNTS PER L'ALBAGÉS-COMPROMÍS MUNICIPAL                                                                                                               001277001277001277
04202305002808CM                                                JUNTS I JUNTES BATEGUEM AMB FORÇA - COMPROMÍS MUNICIPAL                                                                                               001277001277001277
04202305002809CM                                                L'ALBESA QUE SUMA-COMPROMIS MUNICIPAL                                                                                                                 001277001277001277
04202305002810AETS-AM                                           ALBESA ETS TU-SUMA-T'HI - ACORD MUNICIPAL                                                                                                             005783005783005783
04202305002811CM                                                JUNTS PER L'ALBI - COMPROMÍS MUNICIPAL                                                                                                                001277001277001277
04202305002812IXA - CP                                          INDEPENDENTS X ALCANÓ - CANDIDATURA DE PROGRÉS                                                                                                        000923000923000030
04202305002813IXA-AM                                            INDEPENDENTS PER ALCANÓ-ACORD MUNICIPAL                                                                                                               005783005783005783
04202305002814SA - PSC - CP                                     SEMPRE ALCARRÀS - PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS                                                                       000923000923000030
04202305002815CUP - AMUNT                                       CANDIDATURA D'UNITAT POPULAR ALCARRÀS - ALTERNATIVA MUNICIPALISTA                                                                                     006060006060006060
04202305002816CM                                                JUNTS PER ALCARRÀS - COMPROMÍS MUNICIPAL                                                                                                              001277001277001277
04202305002817RDA-AM                                            REPUBLICANS D'ALCOLETGE-ACORD MUNICIPAL                                                                                                               005783005783005783
04202305002818AGRUPACIÓ D'ELECTORS-PRIMER ALCOLETGE             AGRUPACIÓ D'ELECTORS-PRIMER ALCOLETGE                                                                                                                 002818002818002818
04202305002819CM                                                ALFARRAS UNITAT I PROGRES-COMPROMIS MUNICIPAL                                                                                                         001277001277001277
04202305002820PP                                                PARTIDO POPULAR DE CATALUÑA                                                                                                                           000525000525000006
04202305002821CM                                                JUNTS IMPULSEM ALFÉS - COMPROMÍS MUNICIPAL                                                                                                            001277001277001277
04202305002822IXA-AM                                            INDEPENDENTS PER ALFÉS-ACORD MUNICIPAL                                                                                                                005783005783005783
04202305002823IA-AM                                             INDEPENDENTS PER ALGERRI - ACORD MUNICIPAL                                                                                                            005783005783005783
04202305002824HORITZO31                                         HORITZO ALGUAIRE 31                                                                                                                                   002824002824002824
04202305002825CM                                                JUNTS IMPULSEM ALGUAIRE - COMPROMIS MUNICIPAL                                                                                                         001277001277001277
04202305002826ENDAVANT VALL FERRERA - ACORD MUNICIPAL           ENDAVANT VALL FERRERA - ACORD MUNICIPAL                                                                                                               005783005783005783
04202305002827COMPROMÍS X ALINS - CANDIDATURA DE PROGRÉS (CP)   COMPROMÍS X ALINS - CANDIDATURA DE PROGRÉS (CP)                                                                                                       000923000923000030
04202305002828CM                                                UNITS PER ALMACELLES - JUNTS - COMPROMÍS MUNICIPAL                                                                                                    001277001277001277
04202305002829AEC - C                                           ALMACELLES EN COMÚ - CONFLUÈNCIA                                                                                                                      005782005782005782
04202305002830ARA PL                                            AMUNT ALMACELLES - ARA PACTE LOCAL                                                                                                                    000552000552000552
04202305002831AE-AM                                             ALMATRET ENDAVANT-ACORD MUNICIPAL                                                                                                                     005783005783005783
04202305002832CM                                                ALMATRET ACTIU - COMPROMÍS MUNICIPAL                                                                                                                  001277001277001277
04202305002833CM                                                IMPULSEM ALMENAR-COMPROMIS MUNICIPAL                                                                                                                  001277001277001277
04202305002834IXAB-AM                                           INDEPENDENTS PER ALÒS DE BALAGUER-ACORD MUNICIPAL                                                                                                     005783005783005783
04202305002835CM                                                JUNTS PER ALÒS DE BALAGUER-COMPROMÍS MUNICIPAL                                                                                                        001277001277001277
04202305002836CM                                                JUNTS IMPULSEM ALPICAT - COMPROMÍS MUNICIPAL                                                                                                          001277001277001277
04202305002837JUNTS PER LES VALLS D'ÀNEU - ALT ÁNEU CM          JUNTS PER LES VALLS D'ÀNEU - ALT ÁNEU CM                                                                                                              001277001277001277
04202305002838FEM MUNICPI - ACORD MUNICIPAL                     FEM MUNICPI - ACORD MUNICIPAL                                                                                                                         005783005783005783
04202305002839AA-AM                                             ARAN AMASSA                                                                                                                                           005783005783005783
04202305002840UA-PSC-CP                                         UNITAT D'ARAN - PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRES                                                                           000923000923000030
04202305002841PRAG                                              PARTIDO RENOVADOR ARTIES-GAROS                                                                                                                        002841002841002841
04202305002842CDA-PNA                                           CONVERGENCIA DEMOCRATICA ARANESA- PARTIT NACIONALISTA ARANES                                                                                          002842002842002842
04202305002843ERD'A-AM                                          ESQUERRA REPUBLICANA D'ANGLESOLA-ACORD MUNICIPAL                                                                                                      005783005783005783
04202305002844CM                                                JUNTS PER ANGLESOLA - COMPROMÍS MUNICIPAL                                                                                                             001277001277001277
04202305002845EA-AM                                             ESQUERRES D'ARBECA-ACORD MUNICIPAL                                                                                                                    005783005783005783
04202305002846CM                                                JUNTS PER ARBECA - COMPROMÍS MUNICIPAL                                                                                                                001277001277001277
04202305002847CXA - CP                                          COMPROMÍS X ARBECA - CANDIDATURA DE PROGRÉS                                                                                                           000923000923000030
04202305002848P.D.M.                                            PROGRÉS DE MUNTANYA                                                                                                                                   002848002848002848
04202305002849CM                                                JUNTS PER PONT DE BAR - COMPROMÍS MUNICIPAL                                                                                                           001277001277001277
04202305002850CXPB - CP                                         COMPROMÍS X PONT DE BAR - CANDIDATURA DE PROGRÉS                                                                                                      000923000923000030
04202305002851AR - AMUNT                                        ARSEGUEL-ALTERNATIVA MUNICIPALISTA                                                                                                                    006060006060006060
04202305002852CXA - CP                                          COMPROMÍS X ARSÈGUEL - CANDIDATURA DE PROGRÉS                                                                                                         000923000923000030
